0.000000000000000000e+00	3.636530402937243611e-01	7.117176765449850784e-01	2.885015773518387672e+00
1.500000000000000000e+00	3.739178258980686564e-01	7.847426030665403118e-01	2.920142621994765708e+00
3.000000000000000000e+00	4.031749275262543897e-01	8.473494199004047989e-01	2.928807584731945024e+00
4.500000000000000000e+00	4.486759534715904496e-01	8.991318961386185471e-01	2.911873108696410029e+00
6.000000000000000000e+00	5.075554053619654171e-01	9.402329017615208562e-01	2.870730191822616018e+00
7.500000000000000000e+00	5.772251121899817372e-01	9.711573631781161842e-01	2.806954138744463645e+00
9.000000000000000000e+00	6.554833220597571231e-01	9.926270664187664128e-01	2.722123339144133958e+00
1.050000000000000000e+01	7.404648898195193008e-01	1.005481773955125391e+00	2.617769465458639644e+00
1.200000000000000000e+01	8.305363464870502144e-01	1.010615167913479162e+00	2.495410579929215444e+00
1.350000000000000000e+01	9.241954834991897849e-01	1.008932226012687616e+00	2.356624652174034384e+00
1.500000000000000000e+01	1.020002828978915588e+00	1.001318403746036090e+00	2.203132369714148275e+00
1.650000000000000000e+01	1.116552926506046761e+00	9.886155973158888832e-01	2.036869135879895154e+00
1.800000000000000000e+01	1.212482256281659954e+00	9.716033239580532666e-01	1.860033077331382012e+00
1.950000000000000000e+01	1.306503536230713802e+00	9.509853072767761040e-01	1.675101074032536719e+00
2.100000000000000000e+01	1.397452667150209216e+00	9.273819550700438397e-01	1.484807651815088780e+00
2.250000000000000000e+01	1.484334507648983559e+00	9.013286474586903463e-01	1.292083692893641444e+00
2.400000000000000000e+01	1.566356639233291714e+00	8.732789847136317452e-01	1.099955151878845294e+00
2.550000000000000000e+01	1.642945060545419667e+00	8.436116206870949430e-01	9.114075234778845624e-01
2.700000000000000000e+01	1.713740778032594614e+00	8.126391638048692245e-01	7.292299254546484866e-01
2.850000000000000000e+01	1.778580261872154455e+00	7.806178212925275473e-01	5.558605490034864705e-01
3.000000000000000000e+01	1.837465009906832814e+00	7.477568111525916272e-01	3.932598691465565843e-01
3.150000000000000000e+01	1.890525970568717185e+00	7.142269462932636648e-01	2.428341484102384817e-01
3.300000000000000000e+01	1.937987833282335925e+00	6.801681047043600659e-01	1.054214244336105916e-01
3.450000000000000000e+01	1.980136719948069723e+00	6.456955195894722443e-01	-1.866313011204833588e-02
3.600000000000000000e+01	2.017293248977547471e+00	6.109049552731228294e-01	-1.295384015602910610e-01
3.750000000000000000e+01	2.049791609970740058e+00	5.758769012735737158e-01	-2.276473988456128028e-01
3.900000000000000000e+01	2.077964361524189840e+00	5.406799381706330898e-01	-3.136472368805461319e-01
4.050000000000000000e+01	2.102132140833481877e+00	5.053734239099695325e-01	-3.883138296040663517e-01
4.200000000000000000e+01	2.122597284375544291e+00	4.700096386152934902e-01	-4.524682976794880962e-01
4.350000000000000000e+01	2.139640367902293061e+00	4.346355006042499913e-01	-5.069257535986977370e-01
4.500000000000000000e+01	2.153518806600526414e+00	3.992939480460127588e-01	-5.524633041552668988e-01
4.650000000000000000e+01	2.164466826971515268e+00	3.640250621815767085e-01	-5.898026696198854779e-01
4.800000000000000000e+01	2.172696294157922203e+00	3.288669920635347577e-01	-6.196028418195119736e-01
4.950000000000000000e+01	2.178398024599450533e+00	2.938567278886736189e-01	-6.424590811033266124e-01
5.100000000000000000e+01	2.181743331597807867e+00	2.590307600982919567e-01	-6.589055378390643591e-01
5.250000000000000000e+01	2.182885639003031564e+00	2.244256530994564736e-01	-6.694196829219110079e-01
5.400000000000000000e+01	2.181962060128593617e+00	1.900785564152948637e-01	-6.744274373799413747e-01
5.550000000000000000e+01	2.179094882525469679e+00	1.560276711542659123e-01	-6.743083425052752711e-01
5.700000000000000000e+01	2.174392927130696762e+00	1.223126860636911256e-01	-6.694004342629980009e-01
5.850000000000000000e+01	2.167952768387418683e+00	8.897519466374652353e-02	-6.600046674406992997e-01
6.000000000000000000e+01	2.159859812940530865e+00	5.605910297927327313e-02	-6.463888410980672683e-01
6.150000000000000000e+01	2.150189241735148027e+00	2.361103466525070818e-02	-6.287910027561069981e-01
6.300000000000000000e+01	2.139006820801816033e+00	-8.319259604406308711e-03	-6.074224385607275289e-01
6.450000000000000000e+01	2.126369591278503446e+00	-3.967848150606347740e-02	-5.824701884160403687e-01
